0.000050635,-0.000556989
0.000596509,-0.000645909
0.000037050,-0.000684195
0.000176606,-0.000803990
0.000193896,-0.000796580
0.000155611,-0.000863271
0.000202541,-0.001402969
-0.000112386,-0.001144853
0.000229712,-0.001558580
-0.000200071,-0.001411614
0.000188956,-0.001509180
-0.000335922,-0.001538820
-0.000004940,-0.001509180
-0.000041990,-0.001503005
-0.000116091,-0.001652441
0.000065455,-0.001465955
-0.000135851,-0.001598101
0.000101271,-0.001771002
-0.000109916,-0.001806817
0.000218596,-0.001667261
-0.000248237,-0.001910558
0.000132146,-0.001974778
-0.000359387,-0.001985893
-0.000177841,-0.001782117
-0.000074100,-0.001811757
-0.000338392,-0.001668496
-0.000103741,-0.001892033
-0.000271702,-0.001479540
0.000049400,-0.001594396
-0.000582924,-0.001544995
-0.000276642,-0.001452370
-0.000175371,-0.001667261
-0.000524879,-0.001738892
-0.000486593,-0.001959958
-0.000535994,-0.001887093
-0.000435958,-0.001921673
-0.000676785,-0.001678376
-0.000569339,-0.002108159
-0.000784230,-0.001948843
-0.000618739,-0.001888328
-0.000928726,-0.001879683
-0.000563164,-0.001967368
-0.000708895,-0.001740127
-0.000760765,-0.001937728
-0.000782995,-0.001817932
-0.000939841,-0.001961193
-0.000971951,-0.001977248
-0.001247358,-0.002058759
-0.001116447,-0.002015533
-0.001372094,-0.001880918
-0.001050992,-0.001916733
-0.001377034,-0.002029119
-0.001454840,-0.001808052
-0.001412849,-0.002048879
-0.001622801,-0.001737657
-0.001359744,-0.001822872
-0.001647501,-0.001822872
-0.001291819,-0.001812992
-0.001988363,-0.002080989
-0.001567225,-0.001914263
-0.001661086,-0.001936493
-0.001762357,-0.001901913
-0.001091747,-0.001984658
-0.001435080,-0.002047644
-0.001641326,-0.001761122
-0.001552405,-0.001714191
-0.000832396,-0.001805582
-0.001704311,-0.001740127
-0.000847216,-0.001938963
-0.000806460,-0.001735187
-0.000613799,-0.001649971
-0.000523643,-0.001798172
0.001409144,-0.002163734
-0.000844746,-0.002113099
-0.012094436,-0.002392211
-0.024097481,-0.002689848
-0.013959298,-0.002518182
0.015069571,-0.002281060
0.019879928,-0.002365041
0.004741197,-0.002556467
0.005012898,-0.002453961
0.015180721,-0.001969838
0.007776847,-0.000335922
-0.001183138,-0.002430496
0.005781074,-0.016323104
0.005863819,-0.035436091
-0.007720037,-0.026326671
-0.010124598,0.013672776
0.005865054,0.026493397
0.007230973,0.001771002
-0.009552789,-0.000191426
-0.009376183,0.020134339
0.008979745,0.013515930
0.003712435,-0.006636934
-0.020028129,0.000991712
-0.007226033,0.012019100
0.025691876,-0.007703981
0.012868786,-0.020676508
-0.027320852,0.003144331
-0.010748277,0.011275625
0.030358973,-0.018079286
0.008475862,-0.019630456
-0.035297771,0.016909733
-0.010418530,0.008740153
0.036233907,-0.036595764
0.010903888,-0.014328566
-0.038079009,0.046551166
-0.020401101,0.021675630
0.031081452,-0.048017120
0.024786615,-0.021232262
-0.024919996,0.047269940
-0.035688033,0.011159534
0.009014325,-0.059030924
0.039217687,-0.019361224
0.007033372,0.049885688
-0.040668821,0.012482228
-0.031097507,-0.057630424
0.028361964,-0.029735293
0.051396103,0.041845784
-0.004119987,0.033394623
-0.064194493,-0.031739712
-0.033886156,-0.051402278
0.053670988,-0.003880396
0.071174760,0.043347554
-0.017758183,0.021928806
-0.092262526,-0.051005840
-0.038978095,-0.065386276
0.075414543,0.024211102
0.093193722,0.091444950
-0.014862089,0.012933006
-0.108266997,-0.108748651
-0.065298591,-0.073328614
0.060331388,0.084740090
0.114603825,0.121585326
0.033193316,-0.034977903
-0.086872950,-0.156129742
-0.113441682,-0.054788671
-0.020660453,0.125665793
0.094685612,0.126961317
0.118764567,-0.047234125
0.025414000,-0.156933732
-0.101101480,-0.069177752
-0.140668674,0.091107793
-0.049612751,0.134078670
0.099204507,0.026692233
0.170993066,-0.104263101
0.088128953,-0.126592050
-0.092793579,-0.026695938
-0.207362823,0.097619991
-0.138150492,0.133972459
0.060806866,0.048503714
0.211948409,-0.094760947
0.183203592,-0.173114810
0.008196750,-0.099873881
-0.165088491,0.084961157
-0.209653764,0.221985321
-0.115374470,0.160749907
0.042928886,-0.078923202
0.169509821,-0.279744186
0.197992816,-0.229087853
0.112604346,0.041664238
-0.037666516,0.278762355
-0.164782209,0.270653291
-0.204486489,0.044375081
-0.151120548,-0.202753773
-0.039431343,-0.295376921
0.096016951,-0.193221979
0.225933642,0.026839199
0.315261788,0.230861325
0.325634623,0.288531270
0.242816205,0.158510838
0.093604980,-0.058761692
-0.063047171,-0.212919126
-0.166549506,-0.243663421
-0.191108880,-0.190571651
-0.150959997,-0.094149618
-0.086005974,0.056195345
-0.037691216,0.261927958
-0.035048299,0.445568743
-0.075377493,0.491319623
-0.120875196,0.364784384
-0.129168277,0.144570065
-0.085568781,-0.056673293
-0.014513817,-0.171105452
0.043820562,-0.190971794
0.058171358,-0.148556671
0.026634188,-0.087642360
-0.022004142,-0.053016434
-0.050410566,-0.074056034
-0.043086967,-0.133588371
-0.021123581,-0.173614988
-0.016498475,-0.148066373
-0.036148691,-0.066122341
-0.053808074,0.023925815
-0.049195318,0.077397966
-0.028773222,0.077920375
-0.013587561,0.030174956
-0.011425061,-0.039889531
-0.015940251,-0.089526982
-0.016593571,-0.095022769
-0.010592666,-0.081673565
-0.000500178,-0.092130380
0.011231165,-0.128050594
0.020396161,-0.149764509
0.023445396,-0.130362530
