0.000
0.046
-0.098
-0.207
0.414
0.078
-0.498
0.157
0.429
-0.340
-0.294
0.451
0.136
-0.496
0.013
0.494
-0.136
-0.464
0.230
0.424
-0.294
-0.387
0.333
0.362
-0.351
-0.354
0.351
0.362
-0.333
-0.387
0.294
0.424
-0.230
-0.464
0.136
0.494
-0.013
-0.496
-0.136
0.451
0.294
-0.340
-0.429
0.157
0.498
0.078
-0.458
-0.316
0.284
0.476
-0.000
-0.475
-0.304
0.271
0.489
0.078
-0.429
-0.403
0.112
0.491
0.294
-0.238
-0.500
-0.210
0.304
0.494
0.172
-0.321
-0.493
-0.187
0.294
0.499
0.252
-0.216
-0.493
-0.354
0.075
0.440
0.458
0.127
-0.294
-0.499
-0.351
0.035
0.393
0.494
0.284
-0.097
-0.415
-0.492
-0.294
0.060
0.377
0.500
0.377
0.071
-0.165
-0.161
-0.046
0.000
